element	ion_stage	wavelength_vacuum_nm	wavelength_kind	intensity	gA_s-1	Ei_eV	Ek_eV	g_i	g_k	tp_ref	line_ref	quantitative_ready
Th	1	603.404269366	ritz_air	290		2.3838859230	4.4386310600	13	13		L5951	0
Th	1	603.422583275	ritz_air	23		2.5444923060	4.5991750900	5	5		L3552	0
Th	1	603.454316780	ritz_air	500		1.5929451530	3.6475198770	7	5		L18702	0
Th	1	603.508374268	ritz_air	430		1.4633771100	3.5177678000	5	3		L18702	0
Th	1	603.518724042	ritz_air	110		2.1571260900	4.2114815500	7	7		L5951	0
Th	1	603.588279684	ritz_air	14		2.4732857860	4.5274045100	9	7		L12239	0
Th	1	603.600392931	ritz_air	16		2.6705691190	4.7246466200	9	11		L12239	0
Th	1	603.651385598	ritz_air	20		2.9653173620	5.0192213500	9	11		L12239	0
Th	1	603.686348968	ritz_air	830		1.5019899800	3.5557750090	5	5		L18702	0
Th	1	603.703441550	ritz_air	11		2.5499363680	4.6036632500	9	7		L3552	0
Th	1	603.754357196	ritz_air	23		2.5196398240	4.5731935100	11	9		L12239	0
Th	1	603.843380056	ritz_air	200		1.3369408730	3.3901918110	5	7		L5951	0
Th	1	603.936929129	ritz_air	7500		0.4792576672	2.5321905600	3	3		L18702	0
Th	1	603.962254917	ritz_air	35		1.2911884280	3.3440352360	9	9		L3552	0
Th	1	604.035255483	ritz_air	1600		1.0910919079	3.1436906190	9	9		L18702	0
Th	1	604.089702076	ritz_air	51		2.7771712400	4.8295849500	11	11		L12239	0
Th	1	604.133574835	ritz_air	9		2.9861523160	5.0384169800	13	13		L12239	0
Th	1	604.254451233	ritz_air	27		2.1355413190	4.1873954400	5	3		L12239	0
Th	1	604.276302090	ritz_air	36		1.7955230000	3.8473029300	13	11		L12239	0
Th	1	604.407108150	ritz_air	16		2.4286473910	4.4799832700	11	11		L12239	0
Th	1	604.426280288	ritz_air	460		1.4633771100	3.5146479210	5	5		L18702	0
Th	1	604.472039553	ritz_air	210		1.9365072870	3.9876228200	7	5		L5951	0
Th	1	604.534785371	ritz_air	23		2.4217109980	4.4726136400	9	7		L3552	0
Th	1	604.622744947	ritz_air	93		2.3895822460	4.4401865200	5	7		L3552	0
Th	1	604.691295321	ritz_air	11		2.3605541700	4.4109259800	5	7		L3552	0
Th	1	604.831776975	ritz_air	120		1.9800395300	4.0299351100	7	5		L3552	0
Th	1	604.882884674	ritz_air	11		2.2267431830	4.2764655600	9	9		L3552	0
Th	1	604.894529795	ritz_air	25		2.6349869300	4.6846698500	5	5		L12239	0
Th	1	604.947295939	ritz_air	62		1.9209143920	3.9704185310	9	11		L12239	0
Th	1	604.963276222	ritz_air	17		3.0625391100	5.1119891300	11	9		L12239	0
Th	1	605.072586522	ritz_air	5600		0.4572521355	2.5063318890	5	7		L18702	0
Th	1	605.213063175	ritz_air	34		2.6241377150	4.6727418400	7	7		L3552	0
Th	1	605.221364400	ritz_air	11		1.9205248840	3.9691009250	11	9		L3552	0
Th	1	605.265711287	ritz_air	640		1.0910919079	3.1395178520	9	7		L18702	0
Th	1	605.412000499	ritz_air	120		1.3051251700	3.3530561410	7	7		L12239	0
Th	1	605.505688612	ritz_air	2100		0.7888365657	2.8364506670	5	3		L18702	0
Th	1	605.602578583	ritz_air	11		1.7397568530	3.7870433570	5	5		L3552	0
Th	1	605.671234987	ritz_air	92		2.3470572450	4.3941116800	7	7		L3552	0
Th	1	605.727005936	ritz_air	380		1.6335058670	3.6803718240	9	11		L18702	0
Th	1	605.855967505	ritz_air	32		1.9205248840	3.9669551460	11	9		L12239	0
Th	1	605.884903261	ritz_air	17		3.1413253920	5.1876579200	13	13		L12239	0
Th	1	606.011720255	ritz_air	30		2.4286473910	4.4745517000	11	9		L12239	0
Th	1	606.081467951	ritz_air	120		1.7934589390	3.8391278000	5	7		L3552	0
Th	1	606.263525753	ritz_air	26		2.3078837900	4.3529383500	3	5		L12239	0
Th	1	606.321387264	ritz_air	290		0.7888365657	2.8336959610	5	7		L18702	0
Th	1	606.330300653	ritz_air	51		2.0107115110	4.0555408500	5	5		L12239	0
Th	1	606.390325744	ritz_air	11		2.3321286770	4.3767556000	9	11		L3552	0
Th	1	606.595172656	ritz_air	11		2.7585181720	4.8024546300	5	7		L3552	0
Th	1	606.702639464	ritz_air	33		2.5940125800	4.6375869900	5	7		L12239	0
Th	1	606.745969079	ritz_air	600		2.6132338080	4.6566622800	11	9		L5951	0
Th	1	606.790351977	ritz_air	11		2.8502135860	4.8934925900	5	7		L12239	0
Th	1	606.982727547	ritz_air	11		3.4949094200	5.5375408500	13	13		L3552	0
Th	1	607.070088966	ritz_air	920		0.9026202420	2.9449577080	5	5		L18702	0
Th	1	607.134668278	ritz_air	15		3.0625391100	5.1046593300	11	11		L12239	0
Th	1	607.152402032	ritz_air	48		2.2267431830	4.2688037600	9	7		L12239	0
Th	1	607.202169373	ritz_air	180		1.4726643640	3.5145575700	3	3		L5951	0
Th	1	607.213439394	ritz_air	11		2.7696823690	4.8115377000	7	5		L3552	0
Th	1	607.323413876	ritz_air	52		2.3470572450	4.3885428200	7	5		L12239	0
Th	1	607.348608630	ritz_air	11		2.4441043580	4.4855052400	7	9		L3552	0
Th	1	607.366537436	ritz_air	170		2.5872992280	4.6286398500	15	13		L3552	0
Th	1	607.374461561	ritz_air	34		2.7155353660	4.7568493600	9	9		L3552	0
Th	1	607.448047287	ritz_air	100		2.6214502260	4.6625169400	11	9		L5951	0
Th	1	607.457842913	ritz_air	63		1.5929451530	3.6339789490	7	9		L12239	0
Th	1	607.498299759	ritz_air	6		0.9026202420	2.9435181130	5	3		L12239	0
Th	1	607.524307731	ritz_air	16		1.9209143920	3.9617248900	9	9		L12239	0
Th	1	607.568566596	ritz_air	22		2.5196398240	4.5603016600	11	11		L12239	0
Th	1	607.590180390	ritz_air	5		2.3605541700	4.4011434200	5	5		L12239	0
Th	1	607.865799279	ritz_air	18		2.2127555990	4.2524196000	5	3		L12239	0
Th	1	607.878818770	ritz_air	1300		1.0056363970	3.0452567080	9	7		L18702	0
Th	1	607.955548340	ritz_air	2200		1.7955230000	3.8348858950	13	13		L18702	0
Th	1	608.010411048	ritz_air	1300		1.6486715920	3.6878504660	9	7		L18702	0
Th	1	608.090571538	ritz_air	2100		1.3051251700	3.3440352360	7	9		L18702	0
Th	1	608.115549234	ritz_air	290		1.7614332090	3.8002595270	9	7		L5951	0
Th	1	608.258284500	ritz_air	58		2.2998331450	4.3381810300	5	3		L3552	0
Th	1	608.296654787	ritz_air	11		2.7773958100	4.8156151200	3	3		L3552	0
Th	1	608.424618093	ritz_air	120		1.6486715920	3.6864622240	9	11		L3552	0
Th	1	608.435286953	ritz_air	46		2.6349869300	4.6727418400	5	7		L3552	0
Th	1	608.459373410	ritz_air	23		2.0267262500	4.0644004840	9	9		L3552	0
Th	1	608.492641329	ritz_air	40		2.4864747310	4.5240375600	5	5		L12239	0
Th	1	608.522744400	ritz_air	23		1.7169047090	3.7543667400	5	3		L3552	0
Th	1	608.580380852	ritz_air	34		2.3078837900	4.3451528600	3	3		L12239	0
Th	1	608.617153711	ritz_air	23		2.0809318270	4.1180778060	9	11		L3552	0
Th	1	608.705942515	ritz_air	2200		1.0220763970	3.0589252270	5	5		L18702	0
Th	1	608.763681995	ritz_air	50		2.5196398240	4.5562954600	11	13		L12239	0
Th	1	608.813959474	ritz_air	50		1.9511353680	3.9876228200	3	5		L12239	0
Th	1	608.838667098	ritz_air	91		1.7934589390	3.8298637400	5	3		L5951	0
Th	1	608.971579732	ritz_air	4700		1.0220763970	3.0580367410	5	7		L18702	0
Th	1	608.988885372	ritz_air	110		2.1587167030	4.1946191900	7	9		L3552	0
Th	1	609.013856067	ritz_air	45		2.2852378900	4.3210569000	7	5		L3552	0
Th	1	609.051110055	ritz_air	87		2.1517009540	4.1873954400	3	3		L12239	0
Th	1	609.192242893	ritz_air	11		2.3029581560	4.3381810300	3	3		L3552	0
Th	1	609.213384561	ritz_air	140		0.9301651190	2.9653173620	7	9		L5951	0
Th	1	609.229066766	ritz_air	22		1.6486715920	3.6837714500	9	11		L3552	0
Th	1	609.492143299	ritz_air	91		2.3321286770	4.3663501200	9	11		L3552	0
Th	1	609.524089864	ritz_air	11		2.8364588180	4.8705736400	11	9		L3552	0
Th	1	609.549156585	ritz_air	57		2.3895822460	4.4236134200	5	3		L3552	0
Th	1	609.577031058	ritz_air	110		1.5929451530	3.6268833200	7	5		L3552	0
Th	1	609.673359885	ritz_air	95		2.1571260900	4.1907428900	7	7		L12239	0
Th	1	609.691135651	ritz_air	30		2.3605541700	4.3941116800	5	7		L12239	0
Th	1	609.706491768	ritz_air	11		2.1571260900	4.1906323800	7	9		L3552	0
Th	1	609.712058261	ritz_air	26		2.3078837900	4.3413715100	3	5		L12239	0
Th	1	609.897769053	ritz_air	20		2.2331265490	4.2659950870	11	13		L12239	0
Th	1	609.927946144	ritz_air	47		1.4726643640	3.5054323230	3	5		L12239	0
Th	1	609.950581213	ritz_air	74		1.3882549450	3.4209474690	11	11		L12239	0
Th	1	609.981141406	ritz_air	980bl		2.1283257340	4.1609164200	11	9		L5951	0
Th	1	610.000985727	ritz_air	43		2.6241377150	4.6566622800	7	9		L12239	0
Th	1	610.114479157	ritz_air	23		2.0267262500	4.0588727210	9	11		L3552	0
Th	1	610.167783449	ritz_air	140		1.6486715920	3.6806405300	9	7		L5951	0
Th	1	610.209754702	ritz_air	34		2.4732857860	4.5051149700	9	7		L3552	0
Th	1	610.323606229	ritz_air	24		2.2267431830	4.2581933400	9	9		L12239	0
Th	1	610.341407001	ritz_air	2300		1.0220763970	3.0534673080	5	3		L18702	0
Th	1	610.428384322	ritz_air	4800		1.2911884280	3.3222898940	9	7		L18702	0
Th	1	610.571111591	ritz_air	36		2.2402786110	4.2709052900	7	9		L12239	0
Th	1	610.585562466	ritz_air	18		2.2383633370	4.2689419500	9	7		L12239	0
Th	1	610.624883009	ritz_air	1100		1.9365072870	3.9669551460	7	9		L18702	0
Th	1	610.664797711	ritz_air	17		2.6773982580	4.7077134000	7	5		L12239	0
Th	1	610.699367980	ritz_air	45		2.4180816130	4.4482818200	7	5		L3552	0
Th	1	610.853368273	ritz_air	180		1.3937969360	3.4234853230	7	7		L5951	0
Th	1	610.860800265	ritz_air	34		1.8804560130	3.9101197020	7	7		L12239	0
Th	1	610.922431791	ritz_air	1600		1.7611043810	3.7905633140	11	13		L18702	0
Th	1	610.997077806	ritz_air	210		2.1517009540	4.1809119470	3	5		L5951	0
Th	1	611.016804095	ritz_air	16		2.3605541700	4.3896996500	5	7		L12239	0
Th	1	611.090598882	ritz_air	77		3.0810455360	5.1099459800	13	11		L12239	0
Th	1	611.140028136	ritz_air	28		3.0096806340	5.0384169800	11	13		L12239	0
Th	1	611.200770423	ritz_air	580		2.7771712400	4.8057059600	11	9		L3552	0
Th	1	611.216718699	ritz_air	22		1.7169047090	3.7453865000	5	5		L3552	0
Th	1	611.236056885	ritz_air	10		2.6773982580	4.7058158700	7	7		L12239	0
Th	1	611.338045232	ritz_air	22		2.5710958890	4.5991750900	3	5		L3552	0
Th	1	611.623157682	ritz_air	820		1.5929451530	3.6200789700	7	5		L18702	0
Th	1	611.661924077	ritz_air	110		2.4732857860	4.5002911300	9	9		L5951	0
Th	1	611.785896320	ritz_air	730		1.7614332090	3.7880277970	9	9		L18702	0
Th	1	611.974461883	ritz_air	33		2.1355413190	4.1615114600	5	7		L12239	0
Th	1	612.133271468	ritz_air	290		2.1571260900	4.1825706200	7	5		L3552	0
Th	1	612.139330093	ritz_air	620		1.5019899800	3.5274144650	5	3		L18702	0
Th	1	612.204700622	ritz_air	71		2.1517009540	4.1769091700	3	5		L12239	0
Th	1	612.248903475	ritz_air	160		1.9668714740	3.9919334700	5	7		L5951	0
Th	1	612.310191910	ritz_air	1500		2.0524645280	4.0773238280	13	13		L18702	0
Th	1	612.344723170	ritz_air	23		1.6227747630	3.6475198770	7	5		L3552	0
Th	1	612.439423564	ritz_air	34		2.4180816130	4.4425136500	7	7		L3552	0
Th	1	612.552805968	ritz_air	650		1.3937969360	3.4178542510	7	5		L18702	0
Th	1	612.576330277	ritz_air	240		1.3882549450	3.4122345300	11	9		L5951	0
Th	1	612.617566335	ritz_air	1800		0.9026202420	2.9264635890	5	5		L18702	0
Th	1	612.730062502	ritz_air	14		2.2127555990	4.2362273700	5	7		L12239	0
Th	1	612.911614187	ritz_air	82		2.0809318270	4.1038042300	9	7		L5951	0
Th	1	612.929820069	ritz_air	120		1.9800395300	4.0028518400	7	7		L5951	0
Th	1	612.958861857	ritz_air	34		2.4197971740	4.4425136500	5	7		L3552	0
Th	1	612.984839823	ritz_air	110		2.0273820500	4.0500128000	1	3		L3552	0
Th	1	613.003379795	ritz_air	210		1.7611043810	3.7836739600	11	9		L18702	0
Th	1	613.013998643	ritz_air	150		1.7611043810	3.7836389220	11	11		L18702	0
Th	1	613.101357069	ritz_air	30		1.9365072870	3.9587536440	7	7		L12239	0
Th	1	613.118753735	ritz_air	180		1.0056363970	3.0278253770	9	7		L12239	0
Th	1	613.124252209	ritz_air	340		1.5929451530	3.6151159980	7	7		L5951	0
Th	1	613.215035554	ritz_air	300		0.7888365657	2.8107080390	5	7		L12239	0
Th	1	613.245272663	ritz_air	59		2.4864747310	4.5082465100	5	3		L12239	0
Th	1	613.336425107	ritz_air	69		1.9511353680	3.9726066800	3	5		L12239	0
Th	1	613.344493271	ritz_air	13		2.3029581560	4.3244028600	3	3		L12239	0
Th	1	613.411544252	ritz_air	29		2.2998331450	4.3210569000	5	5		L12239	0
Th	1	613.456012177	ritz_air	270		1.7614332090	3.7825104510	9	11		L5951	0
Th	1	613.475449389	ritz_air	370		1.7660301470	3.7870433570	3	5		L18702	0
Th	1	613.496744100	ritz_air	19		3.3215896360	5.3425327000	9	9		L12239	0
Th	1	613.535959617	ritz_air	23		2.0273820500	4.0481959400	1	3		L3552	0
Th	1	613.551217708	ritz_air	190		1.3882549450	3.4090185760	11	9		L5951	0
Th	1	613.625143533	ritz_air	45		1.9668714740	3.9873916600	5	5		L12239	0
Th	1	613.670006565	ritz_air	23		2.5444923060	4.5648647700	5	5		L3552	0
Th	1	613.732686374	ritz_air	57		2.2852378900	4.3054040200	7	7		L3552	0
Th	1	613.768423958	ritz_air	57		1.7934589390	3.8135074420	5	5		L3552	0
Th	1	613.871205522	ritz_air	57		2.2331265490	4.2528368300	11	9		L3552	0
Th	1	613.962465996	ritz_air	460		1.9209143920	3.9403244600	9	7		L5951	0
Th	1	614.105275294	ritz_air	23		2.7155353660	4.7344758300	9	9		L3552	0
Th	1	614.133824951	ritz_air	39		2.9162384180	4.9350850100	7	5		L12239	0
Th	1	614.213661362	ritz_air	11		2.7585181720	4.7771023600	5	7		L3552	0
Th	1	614.230618909	ritz_air	20		3.0017578500	5.0202863100	9	7		L12239	0
Th	1	614.239813375	ritz_air	38		3.0278253770	5.0463236300	7	9		L12239	0
Th	1	614.246727229	ritz_air	170		2.4217109980	4.4401865200	9	7		L5951	0
Th	1	614.258271325	ritz_air	70		1.3937969360	3.4122345300	7	9		L12239	0
Th	1	614.269357298	ritz_air	11		2.3321286770	4.3505298420	9	7		L3552	0
Th	1	614.332879334	ritz_air	14		2.1587167030	4.1769091700	7	5		L12239	0
Th	1	614.361407985	ritz_air	11		2.3029581560	4.3210569000	3	5		L3552	0
Th	1	614.610542800	ritz_air	11		2.5063318890	4.5236125900	7	5		L3552	0
Th	1	614.645880277	ritz_air	290		1.3051251700	3.3222898940	7	7		L5951	0
Th	1	614.669568630	ritz_air	23		2.6349869300	4.6520739200	5	7		L3552	0
Th	1	614.682522104	ritz_air	23		2.7773958100	4.7944402800	3	5		L3552	0
Th	1	614.965824084	ritz_air	50		1.3369408730	3.3530561410	5	7		L12239	0
Th	1	615.005855820	ritz_air	56		2.3895822460	4.4055662800	5	5		L12239	0
Th	1	615.017561960	ritz_air	18		3.0847542050	5.1006998600	3	5		L12239	0
Th	1	615.172453501	ritz_air	11		2.7140305370	4.7294686100	7	7		L3552	0
Th	1	615.182231123	ritz_air	23		2.6132338080	4.6286398500	11	13		L3552	0
Th	1	615.202333515	ritz_air	46		1.7397568530	3.7550970390	5	3		L3552	0
Th	1	615.238523221	ritz_air	500		1.3937969360	3.4090185760	7	9		L18702	0
Th	1	615.284489549	ritz_air	11		2.5444923060	4.5595634000	5	7		L3552	0
Th	1	615.321700529	ritz_air	88		2.1517009540	4.1666501800	3	5		L5951	0
Th	1	615.369538359	ritz_air	10000bl		0.9301651190	2.9449577080	7	5		L18702	0
Th	1	615.467013502	ritz_air	23		2.2383633370	4.2528368300	9	9		L3552	0
Th	1	615.577136037	ritz_air	2000		1.7955230000	3.8096361210	13	15		L18702	0
Th	1	615.611821340	ritz_air	60		3.1544909700	5.1684906000	7	7		L12239	0
Th	1	615.621941054	ritz_air	810		1.2156410810	3.2296076140	11	9		L18702	0
Th	1	615.632115783	ritz_air	46		2.7155353660	4.7294686100	9	7		L3552	0
Th	1	615.699566874	ritz_air	92		2.5499363680	4.5636489800	9	7		L3552	0
Th	1	615.728444619	ritz_air	2000		0.9026202420	2.9162384180	5	7		L18702	0
Th	1	615.780096473	ritz_air	67		2.6241377150	4.6375869900	7	7		L12239	0
Th	1	615.831470251	ritz_air	39		3.4890229610	5.5023042500	9	11		L12239	0
Th	1	615.879169045	ritz_air	1100		0.9664909590	2.9796163400	9	9		L18702	0
Th	1	616.010207190	ritz_air	3		3.0078287120	5.0205258600	9	7		L12239	0
Th	1	616.052729595	ritz_air	11		2.2402786110	4.2528368300	7	9		L3552	0
Th	1	616.305840483	ritz_air	1700		1.9205248840	3.9322565660	11	13		L18702	0
Th	1	616.333847995	ritz_air	16		2.7452090910	4.7568493600	7	9		L12239	0
Th	1	616.347005524	ritz_air	100		2.4779689210	4.4895662400	13	11		L5951	0
Th	1	616.387749452	ritz_air	5200bl		2.9435181130	4.9549824800	3	5		L5951	0
Th	1	616.396749866	ritz_air	23		2.1168825430	4.1283175300	3	5		L3552	0
Th	1	616.416026037	ritz_air	46		2.2267431830	4.2381152700	9	11		L3552	0
Th	1	616.456104786	ritz_air	42		1.4633771100	3.4746184200	5	3		L12239	0
Th	1	616.467484839	ritz_air	200		1.6227747630	3.6339789490	7	9		L5951	0
Th	1	616.490957134	ritz_air	27		3.1996027900	5.2107304000	3	5		L12239	0
Th	1	616.543100120	ritz_air	200		2.3470572450	4.3580147700	7	5		L12239	0
Th	1	616.560277727	ritz_air	28		2.7478783540	4.7587798500	9	7		L12239	0
Th	1	616.618535353	ritz_air	5700		0.0000000000	2.0107115110	5	5		L18702	0
Th	1	616.654887104	ritz_air	92		1.9668714740	3.9774644500	5	3		L3552	0
Th	1	616.724727836	ritz_air	46		2.5499363680	4.5603016600	9	11		L3552	0
Th	1	616.754116719	ritz_air	150		2.5063318890	4.5166013800	7	5		L5951	0
Th	1	616.766941159	ritz_air	7		3.4949094200	5.5051371000	13	13		L12239	0
Th	1	616.823803411	ritz_air	51		3.1413253920	5.1513677700	13	13		L12239	0
Th	1	616.841822244	ritz_air	45		2.4286473910	4.4386310600	11	13		L3552	0
Th	1	617.018840724	ritz_air	22		2.7140305370	4.7234375500	7	5		L3552	0
Th	1	617.054858385	ritz_air	19		2.4286473910	4.4379371200	11	9		L12239	0
Th	1	617.109672088	ritz_air	11		2.7155353660	4.7246466200	9	11		L3552	0
Th	1	617.152932692	ritz_air	18000		0.6151672932	2.6241377150	9	7		L18702	0
Th	1	617.236296052	ritz_air	100		0.9026202420	2.9113193320	5	3		L5951	0
Th	1	617.244427233	ritz_air	110		2.4217109980	4.4303836300	9	9		L5951	0
Th	1	617.471644180	ritz_air	23		2.1587167030	4.1666501800	7	5		L3552	0
Th	1	617.559301692	ritz_air	46		2.1571260900	4.1647745600	7	7		L3552	0
Th	1	617.650471147	ritz_air	46		1.9800395300	3.9873916600	7	5		L3552	0
Th	1	617.766768342	ritz_air	150		1.7289977590	3.7359719920	7	5		L12239	0
Th	1	617.786834725	ritz_air	20		3.1544909700	5.1614000200	7	5		L12239	0
Th	1	617.820222681	ritz_air	34		1.7934589390	3.8002595270	5	7		L12239	0
Th	1	617.851966196	ritz_air	14		2.4732857860	4.4799832700	9	11		L12239	0
Th	1	617.880351810	ritz_air	11		2.1355413190	4.1421466200	5	7		L3552	0
Th	1	617.919599337	ritz_air	11		1.4383444490	3.4448222940	3	5		L3552	0
Th	1	618.014105688	ritz_air	2800		1.0910919079	3.0972629250	9	7		L18702	0
Th	1	618.064184121	ritz_air	110		2.0809318270	4.0869402950	9	11		L5951	0
Th	1	618.087727436	ritz_air	69		2.0107115110	4.0166435700	5	5		L12239	0
Th	1	618.125992701	ritz_air	37		1.9209143920	3.9267222700	9	9		L12239	0
Th	1	618.148334694	ritz_air	55		1.9511353680	3.9568707500	3	3		L12239	0
Th	1	618.199038295	ritz_air	11		2.2998331450	4.3054040200	5	7		L3552	0
Th	1	618.241515689	ritz_air	2400		0.6897416420	2.6951747210	3	5		L18702	0
Th	1	618.324939067	ritz_air	120		2.5940125800	4.5991750900	5	5		L3552	0
Th	1	618.433237117	ritz_air	38000		0.3557427977	2.3605541700	7	5		L18702	0
Th	1	618.454953943	ritz_air	580		1.7169047090	3.7216456800	5	7		L3552	0
Th	1	618.564560344	ritz_air	57		2.1355413190	4.1399270600	5	3		L3552	0
Th	1	618.650115295	ritz_air	830		1.6227747630	3.6268833200	7	5		L18702	0
Th	1	618.669969620	ritz_air	100		1.0056363970	3.0096806340	9	11		L12239	0
Th	1	618.736884571	ritz_air	8		2.6749636850	4.6787911900	5	5		L12239	0
Th	1	618.748363650	ritz_air	93		2.1571260900	4.1609164200	7	9		L5951	0
Th	1	618.786311829	ritz_air	22		2.3078837900	4.3115512300	3	3		L12239	0
Th	1	618.809041927	ritz_air	81		1.8804560130	3.8840498600	7	9		L5951	0
Th	1	618.846490973	ritz_air	22		2.3470572450	4.3505298420	7	7		L3552	0
Th	1	618.983728787	ritz_air	6000		1.0220763970	3.0251047950	5	7		L18702	0
Th	1	619.055938158	ritz_air	11		2.1587167030	4.1615114600	7	7		L3552	0
Th	1	619.085752156	ritz_air	320		0.9301651190	2.9328634240	7	9		L18702	0
Th	1	619.164014150	ritz_air	9		3.1852127580	5.1876579200	11	13		L12239	0
Th	1	619.242206126	ritz_air	140		1.0056363970	3.0078287120	9	9		L12239	0
Th	1	619.248266752	ritz_air	53		2.6705691190	4.6727418400	9	7		L12239	0
Th	1	619.297252893	ritz_air	22		2.4779689210	4.4799832700	13	11		L3552	0
Th	1	619.361849221	ritz_air	5900		0.7888365657	2.7906421140	5	5		L18702	0
Th	1	619.489540476	ritz_air	58		2.6773982580	4.6787911900	7	5		L12239	0
Th	1	619.500244347	ritz_air	22		2.6241377150	4.6254960600	7	7		L3552	0
Th	1	619.528859024	ritz_air	22		2.4732857860	4.4745517000	9	9		L3552	0
Th	1	619.650234584	ritz_air	13		3.3805564650	5.3814303700	9	9		L12239	0
Th	1	619.663938261	ritz_air	10		2.8107080390	4.8115377000	7	5		L12239	0
Th	1	619.703534883	ritz_air	230		1.9205248840	3.9212267000	11	11		L5951	0
Th	1	619.788444661	ritz_air	44		2.6132338080	4.6136615300	11	11		L3552	0
Th	1	619.802219357	ritz_air	17		2.4864747310	4.4868580000	5	5		L12239	0
Th	1	619.929949623	ritz_air	11		2.5444923060	4.5444634000	5	5		L3552	0
Th	1	619.993755740	ritz_air	9300		0.4572521355	2.4570174140	5	3		L18702	0
Th	1	620.488461457	ritz_air	34		2.1587167030	4.1568876000	7	9		L3552	0
Th	1	620.520877153	ritz_air	16000		0.6151672932	2.6132338080	9	11		L18702	0
Th	1	620.673521104	ritz_air	150		2.0267262500	4.0243013770	9	9		L5951	0
Th	1	620.757709690	ritz_air	630		1.6227747630	3.6200789700	7	5		L18702	0
Th	1	620.893738184	ritz_air	9300		0.6897416420	2.6866082730	3	3		L18702	0
Th	1	620.946744405	ritz_air	360		2.1283257340	4.1250219000	11	9		L5951	0
Th	1	621.040457547	ritz_air	650		1.3937969360	3.3901918110	7	7		L18702	0
Th	1	621.056466842	ritz_air	22		2.8336959610	4.8300393800	7	9		L3552	0
Th	1	621.070448593	ritz_air	99		0.9301651190	2.9264635890	7	5		L5951	0
Th	1	621.137750649	ritz_air	22		2.4441043580	4.4401865200	7	7		L3552	0
Th	1	621.166802444	ritz_air	93		1.8804560130	3.8764448200	7	7		L5951	0
Th	1	621.443785755	ritz_air	850		1.0056363970	3.0007355740	9	9		L18702	0
Th	1	621.504485041	ritz_air	33		2.7155353660	4.7104396900	9	9		L3552	0
Th	1	621.582461961	ritz_air	20		2.1168825430	4.1115366100	3	3		L12239	0
Th	1	621.625962632	ritz_air	82		3.0452567080	5.0397711900	7	9		L12239	0
Th	1	621.799064074	ritz_air	33		2.5063318890	4.5002911300	7	9		L3552	0
Th	1	621.816008621	ritz_air	86		2.6749636850	4.6688685800	5	7		L5951	0
Th	1	621.858429002	ritz_air	39		2.5710958890	4.5648647700	3	5		L12239	0
Th	1	621.915969440	ritz_air	9		1.7934589390	3.7870433570	5	5		L12239	0
Th	1	621.929721129	ritz_air	200		1.8804560130	3.8739963500	7	5		L5951	0
Th	1	621.990200356	ritz_air	12		2.7452090910	4.7385555900	7	5		L12239	0
Th	1	622.058968807	ritz_air	22		2.8364588180	4.8295849500	11	11		L3552	0
Th	1	622.139019284	ritz_air	11		2.3838859230	4.3767556000	13	11		L3552	0
Th	1	622.149976224	ritz_air	130		1.4383444490	3.4311790300	3	5		L5951	0
Th	1	622.173206457	ritz_air	1500		1.2156410810	3.2084012540	11	9		L18702	0
Th	1	622.278055588	ritz_air	180		1.5929451530	3.5853695600	7	5		L5951	0
Th	1	622.304033558	ritz_air	730		1.6227747630	3.6151159980	7	7		L18702	0
Th	1	622.315422614	ritz_air	110		1.7289977590	3.7213025310	7	9		L12239	0
Th	1	622.430883593	ritz_air	36		1.7289977590	3.7209329590	7	7		L12239	0
Th	1	622.502869907	ritz_air	54		2.3321286770	4.3238335300	9	7		L3552	0
Th	1	622.576179576	ritz_air	54		2.6773982580	4.6688685800	7	7		L3552	0
Th	1	622.624913652	ritz_air	7800		0.3557427977	2.3470572450	7	7		L18702	0
Th	1	622.640559850	ritz_air	87		2.4570174140	4.4482818200	3	5		L3552	0
Th	1	622.682964228	ritz_air	23		2.4197971740	4.4109259800	5	7		L12239	0
Th	1	622.809217103	ritz_air	2300		0.3171586159	2.3078837900	1	3		L18702	0
Th	1	622.890370877	ritz_air	44		1.7639009300	3.7543667400	1	3		L12239	0
Th	1	622.996322305	ritz_air	8		2.9449577080	4.9350850100	5	5		L12239	0
Th	1	623.194281421	ritz_air	10		2.6951747210	4.6846698500	5	5		L3552	0
Th	1	623.227963458	ritz_air	10		2.4286473910	4.4180350000	11	9		L3552	0
Th	1	623.265831619	ritz_air	32		2.7452090910	4.7344758300	7	9		L3552	0
Th	1	623.379172031	ritz_air	150		2.2998331450	4.2887382000	5	3		L5951	0
Th	1	623.385692780	ritz_air	270		2.2267431830	4.2156274300	9	9		L3552	0
Th	1	623.391738402	ritz_air	87		2.6749636850	4.6638286400	5	3		L3552	0
Th	1	623.460886956	ritz_air	45		3.1395178520	5.1281622200	7	7		L12239	0
Th	1	623.472851167	ritz_air	87		2.9328634240	4.9214696400	9	11		L3552	0
Th	1	623.558502149	ritz_air	32		1.5929451530	3.5812782170	7	7		L3552	0
Th	1	623.592046149	ritz_air	220		2.1517009540	4.1399270600	3	3		L5951	0
Th	1	623.658004847	ritz_air	3100		0.7888365657	2.7768523950	5	3		L18702	0
Th	1	623.690336523	ritz_air	10		2.2998331450	4.2877459200	5	7		L3552	0
