element	ion_stage	wavelength_vacuum_nm	gA_s-1	Ei_eV	Ek_eV	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	kurucz_ref	nist_match	nist_gA
Th	2	564.746193426	4706267.71605	1.3782808200	3.5736776200	5f.6d.(3G*).7s	4G*	3.5	5f.7s.(3F*).7p		2.5	8	6	MC	1	0
Th	2	565.447140806	7338362.40961	2.2033312100	4.3960065300	5f.(2F*).6d2.(3F)	4H*	5.5	5f.6d.(1G*).7p		4.5	12	10	MC	1	0
Th	2	565.559287787	322423.677563	0.8307172240	3.0229577400	5f.6d.(3H*).7s	*	4.5	5f2.(3H).7s	4H	3.5	10	8	MC	1	0
Th	2	566.720052112	1873467.27335	1.2041298140	3.3918801500	6d2.(1G).7s	2G	3.5	5f.(2F*).6d2.(1G)	*	4.5	8	10	MC	1	0
Th	2	570.203992688	1459898.18858	1.2041298140	3.3785130200	6d2.(1G).7s	2G	3.5	5f.(2F*).6d2.(3P)	4D*	3.5	8	8	MC	1	0
Th	2	570.227812058	5798110.10608	1.2051633260	3.3794557060	5f.6d.(3F*).7s	4F*	3.5	5f.7s.(3F*).7p		3.5	8	8	MC	1	0
Th	2	570.249927972	1181007.85523	0.5141100360	2.6883180870	6d2.(3F).7s	4F	3.5	5f.(2F*).6d2.(3F)	*	3.5	8	8	MC	1	0
Th	2	570.868669443	2144423.95024	0.7703746220	2.9422261380	6d2.(3F).7s	4F	4.5	5f.(2F*).6d2.(3F)	*	4.5	10	10	MC	1	0
Th	2	573.456542605	17154660.4636	2.1978984910	4.3599489600	6d3	2H	5.5	5f.(2F*).6d2.(3F)	2I*	6.5	12	14	MC	1	0
Th	2	574.276276880	523770.951763	0.8680655920	3.0270299000	6d3		1.5	5f.(2F*).6d2.(3F)	*	1.5	4	4	MC	1	0
Th	2	574.367644322	4102070.68484	1.6699392420	3.8285601100	5f.6d.(3G*).7s	4G*	4.5	5f.7s.(3F*).7p		3.5	10	8	MC	1	0
Th	2	574.726882421	14205617.2455	2.6024043400	4.7596759500	5f.(2F*).6d2.(1D)	*	4.5	5f.7s.(3F*).7p		3.5	10	8	MC	1	0
Th	2	575.098296780	192707.663642	0.2306029750	2.3864813590	6d2.(3F).7s	4F	1.5	5f.6d.(3D*).7s	*	2.5	4	6	MC	1	0
Th	2	578.646685161	4847928.61389	2.1414862600	4.2841443300	5f.6d.(3G*).7s	2G*	4.5	5f.7s.(3F*).7p		4.5	10	10	MC	1	0
Th	2	579.802493452	2026855.69547	1.4352908430	3.5736776200	5f.6d.(1D*).7s	2D*	1.5	5f.7s.(3F*).7p		2.5	4	6	MC	1	0
Th	2	580.789030465	2159465.50944	1.5585426260	3.6932971100	6d3		3.5	5f.(2F*).6d2.(3P)	4F*	4.5	8	10	MC	1	0
Th	2	581.703419186	116675.521939	0.2306029750	2.3620018030	6d2.(3F).7s	4F	1.5	5f.(2F*).6d2.(3F)	*	1.5	4	4	MC	1	0
Th	2	584.056870119	35848.6421041	0.0000000000	2.1228103800	6d.7s2	2D	1.5	5f.(2F*).6d2.(1D)	*	1.5	4	4	MC	1	0
Th	2	586.129307917	2960711.24915	1.7132555730	3.8285601100	5f.6d.(3F*).7s	*	3.5	5f.7s.(3F*).7p		3.5	8	8	MC	1	0
Th	2	587.217997394	2022014.17573	1.5480274890	3.6594103000	5f.(2F*).6d2.(3F)	*	3.5	5f2.(3F).7s		4.5	8	10	MC	1	0
Th	2	591.602462463	2038557.15452	1.1884386710	3.2841736710	5f.6d.(3G*).7s	4G*	2.5	5f.7s.(3F*).7p		2.5	6	6	MC	1	0
Th	2	592.753396715	1204022.93077	1.2868472560	3.3785130200	6d2.(1G).7s		4.5	5f.(2F*).6d2.(3P)	4D*	3.5	10	8	MC	1	0
Th	2	599.070362971	425037.325319	0.1886910950	2.2583010500	6d2.(3F).7s	4F	2.5	5f.(2F*).6d2.(3F)	*	1.5	6	4	MC	1	0
Th	2	601.708780975	7204602.47384	1.8976109310	3.9581459000	6d3	2H	4.5	5f.(2F*).6d2.(3F)	*	5.5	10	12	MC	1	0
Th	2	602.066090730	2748492.43541	1.8777081600	3.9370202600	5f.6d.(3P*).7s	*	1.5	5f.7s.(1F*).7p		2.5	4	6	MC	1	0
Th	2	604.610643704	243461.944616	0.5141100360	2.5647553530	6d2.(3F).7s	4F	3.5	5f.(2F*).6d2.(3F)	*	2.5	8	6	MC	1	0
Th	2	606.817643293	68590860.0064	3.3039058300	5.3470929500	5f.(2F*).6d2.(1G)	2K*	6.5	5f.6d.(3H*).7p	2I	5.5	14	12	MC	1	0
Th	2	607.478504452	142666.098859	0.1886910950	2.2296554700	6d2.(3F).7s	4F	2.5	5f.(2F*).6d2.(3F)	*	2.5	6	6	MC	1	0
Th	2	608.694029321	212610.405615	0.7703746220	2.8072633200	6d2.(3F).7s	4F	4.5	5f.6d.(1H*).7s	*	4.5	10	10	MC	1	0
Th	2	608.894746133	6987118.20994	1.9031425700	3.9393598200	5f.6d.(3G*).7s	4G*	5.5	5f.7s.(3F*).7p		4.5	12	10	MC	1	0
Th	2	610.077159151	1366511.01083	1.2868472560	3.3191180400	6d2.(1G).7s		4.5	5f.(2F*).6d2.(3P)	4G*	5.5	10	12	MC	1	0
Th	2	611.452958045	204012.412586	0.2306029750	2.2583010500	6d2.(3F).7s	4F	1.5	5f.(2F*).6d2.(3F)	*	1.5	4	4	MC	1	0
Th	2	612.225061082	5464626.33548	1.8034192550	3.8285601100	5f.6d.(3D*).7s	4D*	2.5	5f.7s.(3F*).7p		3.5	6	8	MC	1	0
Th	2	619.557038583	1593015.54556	1.3782808200	3.3794557060	5f.6d.(3G*).7s	4G*	3.5	5f.7s.(3F*).7p		3.5	8	8	MC	1	0
Th	2	620.214822046	58250.3024262	0.2306029750	2.2296554700	6d2.(3F).7s	4F	1.5	5f.(2F*).6d2.(3F)	*	2.5	4	6	MC	1	0
Th	2	623.469886371	479458.974947	1.1655711010	3.1541867700	6d3	4F	2.5	5f.(2F*).6d2.(3P)	*	2.5	6	6	MC	1	0
Th	2	626.033788367	107445.160621	0.5141100360	2.4945813900	6d2.(3F).7s	4F	3.5	5f.(2F*).6d2.(3P)	*	2.5	8	6	MC	1	0
Th	2	626.279597333	185714.552534	0.5099915580	2.4896855980	6d.(2D).7s2		2.5	5f.6d.(1F*).7s	*	3.5	6	8	MC	1	0
Th	2	626.790680490	331235.840219	1.0489500950	3.0270299000	6d3		1.5	5f.(2F*).6d2.(3F)	*	1.5	4	4	MC	1	0
Th	2	627.585200719	443646.576549	0.5141100360	2.4896855980	6d2.(3F).7s	4F	3.5	5f.6d.(1F*).7s	*	3.5	8	8	MC	1	0
Th	2	627.897469526	174423.45864	0.7703746220	2.7449676800	6d2.(3F).7s	4F	4.5	5f.(2F*).6d2.(1G)	*	4.5	10	10	MC	1	0
Th	2	628.090351293	3135726.34805	1.5996909410	3.5736776200	5f.6d.(3D*).7s	*	1.5	5f.7s.(3F*).7p		2.5	4	6	MC	1	0
Th	2	628.701638357	1272017.94926	1.4537679150	3.4258352800	5f.6d.(3D*).7s	4D*	0.5	5f.7s.(3F*).7p		1.5	2	4	MC	1	0
Th	2	629.122741381	464420.772802	1.2041298140	3.1748771800	6d2.(1G).7s	2G	3.5	5f.(2F*).6d2.(3F)	*	4.5	8	10	MC	1	0
Th	2	630.598599519	337968.584453	1.0669884350	3.0331234500	6d2.(3F).7s	2F	2.5	5f.(2F*).6d2.(3F)	4P*	2.5	6	6	MC	1	0
Th	2	636.037944766	5016679.34148	2.4648156920	4.4141364800	6d3	2G	4.5	5f.(2F*).6d2.(3F)	*	5.5	10	12	MC	1	0
Th	2	641.036981162	74750.8546882	0.1886910950	2.1228103800	6d2.(3F).7s	4F	2.5	5f.(2F*).6d2.(1D)	*	1.5	6	4	MC	1	0
Th	2	641.787523735	614610.115036	1.1655711010	3.0974285200	6d3	4F	2.5	5f.(2F*).6d2.(1G)	*	3.5	6	8	MC	1	0
Th	2	642.658856758	17677521.5109	2.7294971000	4.6587352600	5f.6d.(1H*).7s	2H*	5.5	5f2.(1I).7s	2I	6.5	12	14	MC	1	0
Th	2	647.300143481	671693.016122	1.5483504220	3.4637555100	5f.6d.(3F*).7s	4F*	4.5	5f2.(3H).7s	4H	5.5	10	12	MC	1	0
Th	2	650.530792449	672738.781427	1.3782808200	3.2841736710	5f.6d.(3G*).7s	4G*	3.5	5f.7s.(3F*).7p		2.5	8	6	MC	1	0
Th	2	651.315631329	218674.969556	1.1234336590	3.0270299000	6d2.(3P).7s	4P	2.5	5f.(2F*).6d2.(3F)	*	1.5	6	4	MC	1	0
Th	2	656.187013402	1859203.22561	1.7699459200	3.6594103000	5f.(2F*).6d2.(3F)	4I*	4.5	5f2.(3F).7s		4.5	10	10	MC	1	0
Th	2	657.144703794	816695.450495	1.5585426260	3.4452533900	6d3		3.5	5f.(2F*).6d2.(1G)	*	4.5	8	10	MC	1	0
Th	2	657.469699143	866224.939462	1.8898786000	3.7756567400	5f.(2F*).6d2.(3F)	4H*	4.5	5f.6d.(3H*).7p		4.5	10	10	MC	1	0
Th	2	657.947318516	3388440.84919	1.9031425700	3.7875517800	5f.6d.(3G*).7s	4G*	5.5	5f2.(3H).7s	4H	6.5	12	14	MC	1	0
Th	2	660.724073895	177150.292741	0.5099915580	2.3864813590	6d.(2D).7s2		2.5	5f.6d.(3D*).7s	*	2.5	6	6	MC	1	0
Th	2	661.888535925	779493.451541	1.5480274890	3.4212159800	5f.(2F*).6d2.(3F)	*	3.5	5f2.(3F).7s		2.5	8	6	MC	1	0
Th	2	662.177406582	177596.114542	0.5141100360	2.3864813590	6d2.(3F).7s	4F	3.5	5f.6d.(3D*).7s	*	2.5	8	6	MC	1	0
Th	2	664.837641774	613692.543177	1.5480274890	3.4129068300	5f.(2F*).6d2.(3F)	*	3.5	5f2.(3H).7s		4.5	8	10	MC	1	0
Th	2	665.033149339	371274.848496	1.4537679150	3.3180990200	5f.6d.(3D*).7s	4D*	0.5	5f2.(3F).7s		1.5	2	4	MC	1	0
Th	2	665.079431782	169291.457204	1.2868472560	3.1510486200	6d2.(1G).7s		4.5	5f.(2F*).6d2.(3F)	*	5.5	10	12	MC	1	0
Th	2	669.457412976	56615.6022863	0.5099915580	2.3620018030	6d.(2D).7s2		2.5	5f.(2F*).6d2.(3F)	*	1.5	6	4	MC	1	0
Th	2	677.197558756	242075.678158	1.0669884350	2.8978308110	6d2.(3F).7s	2F	2.5	6d.7s.(3D).7p	*	1.5	6	4	MC	1	0
Th	2	681.242943064	581805.538437	1.5585426260	3.3785130200	6d3		3.5	5f.(2F*).6d2.(3P)	4D*	3.5	8	8	MC	1	0
Th	2	681.465535952	248024.241598	1.3107660780	3.1301420000	5f.6d.(3H*).7s	*	4.5	5f2.(3H).7s		4.5	10	10	MC	1	0
Th	2	689.120410802	62200.1812975	0.1886910950	1.9878570590	6d2.(3F).7s	4F	2.5	5f.6d.(3D*).7s	*	2.5	6	6	MC	1	0
Th	2	691.175573931	1343399.27228	1.6699392420	3.4637555100	5f.6d.(3G*).7s	4G*	4.5	5f2.(3H).7s	4H	5.5	10	12	MC	1	0
Th	2	695.488441843	220699.772861	1.2868472560	3.0695396900	6d2.(1G).7s		4.5	5f.(2F*).6d2.(3F)	*	4.5	10	10	MC	1	0
Th	2	699.496564896	334049.303306	0.8680655920	2.6405431850	6d3		1.5	5f.(2F*).6d2.(3F)	*	2.5	4	6	MC	1	0
Th	2	704.773999912	87152.9254925	0.1886910950	1.9478961570	6d2.(3F).7s	4F	2.5	5f.6d.(3D*).7s	2D*	1.5	6	4	MC	1	0
Th	2	705.556469625	47787.9173731	0.2306029750	1.9878570590	6d2.(3F).7s	4F	1.5	5f.6d.(3D*).7s	*	2.5	4	6	MC	1	0
Th	2	707.728444552	1029552.10364	1.3782808200	3.1301420000	5f.6d.(3G*).7s	4G*	3.5	5f2.(3H).7s		4.5	8	10	MC	1	0
Th	2	709.129402863	31983.8405629	0.0000000000	1.7484002000	6d.7s2	2D	1.5	5f.6d.(3D*).7s	*	0.5	4	2	MC	1	0
Th	2	710.247198926	209200.465418	1.0669884350	2.8126369800	6d2.(3F).7s	2F	2.5	5f.(2F*).6d2.(3F)	4G*	3.5	6	8	MC	1	0
Th	2	714.243074255	381671.38244	1.6426306130	3.3785130200	6d3	4F	4.5	5f.(2F*).6d2.(3P)	4D*	3.5	10	8	MC	1	0
Th	2	717.869955320	167220.676226	1.2868472560	3.0139595000	6d2.(1G).7s		4.5	5f.(2F*).6d2.(1G)	*	5.5	10	12	MC	1	0
Th	2	719.311462689	1522465.92157	1.3458886030	3.0695396900	6d3		3.5	5f.(2F*).6d2.(3F)	*	4.5	8	10	MC	1	0
Th	2	721.974559227	29739.7771113	0.2306029750	1.9478961570	6d2.(3F).7s	4F	1.5	5f.6d.(3D*).7s	2D*	1.5	4	4	MC	1	0
Th	2	730.741715876	134850.86803	0.8680655920	2.5647553530	6d3		1.5	5f.(2F*).6d2.(3F)	*	2.5	4	6	MC	1	0
Th	2	734.836640641	178648.683115	1.3458886030	3.0331234500	6d3		3.5	5f.(2F*).6d2.(3F)	4P*	2.5	8	6	MC	1	0
Th	2	736.037221278	380699.170285	1.5996909410	3.2841736710	5f.6d.(3D*).7s	*	1.5	5f.7s.(3F*).7p		2.5	4	6	MC	1	0
Th	2	739.547441588	207228.493291	1.6426306130	3.3191180400	6d3	4F	4.5	5f.(2F*).6d2.(3P)	4G*	5.5	10	12	MC	1	0
Th	2	751.341837950	79379.109893	0.8680655920	2.5182358900	6d3		1.5	5f.(2F*).6d2.(3F)	*	2.5	4	6	MC	1	0
Th	2	752.757983889	1109355.08646	1.1655711010	2.8126369800	6d3	4F	2.5	5f.(2F*).6d2.(3F)	4G*	3.5	6	8	MC	1	0
Th	2	756.861283652	1410421.17874	2.1414862600	3.7796226200	5f.6d.(3G*).7s	2G*	4.5	5f2.(3H).7s	2H	5.5	10	12	MC	1	0
Th	2	767.833260703	13484.8896326	0.1886910950	1.8034192550	6d2.(3F).7s	4F	2.5	5f.6d.(3D*).7s	4D*	2.5	6	6	MC	1	0
Th	2	768.742261977	99042.086547	0.5099915580	2.1228103800	6d.(2D).7s2		2.5	5f.(2F*).6d2.(1D)	*	1.5	6	4	MC	1	0
Th	2	770.322741448	659228.397844	1.7699459200	3.3794557060	5f.(2F*).6d2.(3F)	4I*	4.5	5f.7s.(3F*).7p		3.5	10	8	MC	1	0
Th	2	771.167378369	863145.356342	2.0961511600	3.7038980900	5f.(2F*).6d2.(3F)	*	3.5	5f2.(3F).7s		3.5	8	8	MC	1	0
Th	2	773.386611244	225210.094187	1.2041298140	2.8072633200	6d2.(1G).7s	2G	3.5	5f.6d.(1H*).7s	*	4.5	8	10	MC	1	0
Th	2	778.994326681	232976.782353	1.0489500950	2.6405431850	6d3		1.5	5f.(2F*).6d2.(3F)	*	2.5	4	6	MC	1	0
Th	2	783.661346409	380298.234419	1.5480274890	3.1301420000	5f.(2F*).6d2.(3F)	*	3.5	5f2.(3H).7s		4.5	8	10	MC	1	0
Th	2	785.178524960	362613.862687	1.8338494000	3.4129068300	5f.6d.(3G*).7s	*	3.5	5f2.(3H).7s		4.5	8	10	MC	1	0
Th	2	798.342166045	75858.2824162	1.0669884350	2.6200092300	6d2.(3F).7s	2F	2.5	5f.6d.(1P*).7s	*	1.5	6	4	MC	1	0
Th	2	798.387288229	630890.408287	2.0961511600	3.6490841900	5f.(2F*).6d2.(3F)	*	3.5	5f2.(3F).7s	4F	3.5	8	8	MC	1	0
Th	2	805.675063367	181577.183963	1.5585426260	3.0974285200	6d3		3.5	5f.(2F*).6d2.(1G)	*	3.5	8	8	MC	1	0
Th	2	814.214048836	90344.9475301	1.1655711010	2.6883180870	6d3	4F	2.5	5f.(2F*).6d2.(3F)	*	3.5	6	8	MC	1	0
Th	2	815.462306041	118733.504425	1.2868472560	2.8072633200	6d2.(1G).7s		4.5	5f.6d.(1H*).7s	*	4.5	10	10	MC	1	0
Th	2	816.536560248	91291.3763023	0.8680655920	2.3864813590	6d3		1.5	5f.6d.(3D*).7s	*	2.5	4	6	MC	1	0
Th	2	816.869323145	10741.7692901	0.2306029750	1.7484002000	6d2.(3F).7s	4F	1.5	5f.6d.(3D*).7s	*	0.5	4	2	MC	1	0
Th	2	820.545595342	520206.190969	1.5585426260	3.0695396900	6d3		3.5	5f.(2F*).6d2.(3F)	*	4.5	8	10	MC	1	0
Th	2	821.948543390	366177.58765	1.6426306130	3.1510486200	6d3	4F	4.5	5f.(2F*).6d2.(3F)	*	5.5	10	12	MC	1	0
Th	2	838.941018321	22694.3664045	0.5099915580	1.9878570590	6d.(2D).7s2		2.5	5f.6d.(3D*).7s	*	2.5	6	6	MC	1	0
Th	2	840.610587583	719765.820627	1.5480274890	3.0229577400	5f.(2F*).6d2.(3F)	*	3.5	5f2.(3H).7s	4H	3.5	8	8	MC	1	0
Th	2	845.299718074	124554.500106	1.3458886030	2.8126369800	6d3		3.5	5f.(2F*).6d2.(3F)	4G*	3.5	8	8	MC	1	0
Th	2	850.301500208	107457.043307	1.2868472560	2.7449676800	6d2.(1G).7s		4.5	5f.(2F*).6d2.(1G)	*	4.5	10	10	MC	1	0
Th	2	857.056226428	912771.814265	2.3329941000	3.7796226200	5f.(2F*).6d2.(3F)	4I*	6.5	5f2.(3H).7s	2H	5.5	14	12	MC	1	0
Th	2	858.999251793	1657277.25096	2.4993651700	3.9427214800	6d3	2D2	2.5	5f.(2F*).6d2.(1D)	*	3.5	6	8	MC	1	0
Th	2	859.419901532	251750.279782	1.2868472560	2.7294971000	6d2.(1G).7s		4.5	5f.6d.(1H*).7s	2H*	5.5	10	12	MC	1	0
Th	2	868.847850001	25263.4799405	0.7703746220	2.1973701400	6d2.(3F).7s	4F	4.5	5f.(2F*).6d2.(3F)	*	4.5	10	10	MC	1	0
Th	2	872.202454248	406580.090955	1.8976109310	3.3191180400	6d3	2H	4.5	5f.(2F*).6d2.(3P)	4G*	5.5	10	12	MC	1	0
Th	2	872.405521169	465525.974309	1.9573367920	3.3785130200	6d3	4P	2.5	5f.(2F*).6d2.(3P)	4D*	3.5	6	8	MC	1	0
Th	2	878.697465971	6049.25647167	0.1886910950	1.5996909410	6d2.(3F).7s	4F	2.5	5f.6d.(3D*).7s	*	1.5	6	4	MC	1	0
Th	2	881.859364252	27013.572019	0.5099915580	1.9159322770	6d.(2D).7s2		2.5	5f.6d.(3D*).7s	4D*	3.5	6	8	MC	1	0
Th	2	884.450219103	60958.4523083	0.5141100360	1.9159322770	6d2.(3F).7s	4F	3.5	5f.6d.(3D*).7s	4D*	3.5	8	8	MC	1	0
Th	2	896.044490852	531767.099241	1.5585426260	2.9422261380	6d3		3.5	5f.(2F*).6d2.(3F)	*	4.5	8	10	MC	1	0
U	1	285.680297769	744109355.698	0.0000000000	4.3399634269	d7s2 *5L		6	5K		7	13	15	MC	0	0
U	1	292.699228321	380673993.37	0.0000000000	4.2358912156	d7s2 *5L		6			6	13	13	MC	0	0
U	1	295.279967630	530796503.464	0.0769102493	4.2757792876	d7s2 *5K		5			5	11	11	MC	0	0
U	1	299.923421716	390278539.882	0.0000000000	4.1338611480	d7s2 *5L		6			6	13	13	MC	0	0
U	1	302.853752408	858873422.08	0.0769102493	4.1707740952	d7s2 *5K		5	ds8s  7M		6	11	13	MC	0	0
U	1	304.953176993	979328765.037	0.0769102493	4.1425903794	d7s2 *5K		5			6	11	13	MC	0	0
U	1	311.544229466	404906431.96	0.0000000000	3.9796655973	d7s2 *5L		6	d27p  7M		7	13	15	MC	0	0
U	1	314.800548817	705217031.95	0.0769102493	4.0154108613	d7s2 *5K		5			6	11	13	MC	0	0
U	1	321.562956137	138950800.102	0.0000000000	3.8556742088	d7s2 *5L		6			6	13	13	MC	0	0
U	1	326.406283428	198095951.508	0.0000000000	3.7984626928	d7s2 *5L		6			6	13	13	MC	0	0
U	1	329.450656666	115561079.698	0.0000000000	3.7633621466	d7s2 *5L		6			5	13	11	MC	0	0
U	1	332.018309854	648736079.138	0.4796311318	4.2138892279	d7s2 *5H		3			3	7	7	MC	0	0
U	1	334.652380889	130078061.81	0.0000000000	3.7048657823	d7s2 *5L		6			5	13	11	MC	0	0
U	1	334.685089227	244410108.736	0.0769102493	3.7814131299	d7s2 *5K		5			4	11	9	MC	0	0
U	1	336.097449420	198820582.179	0.0000000000	3.6889357967	d7s2 *5L		6			5	13	11	MC	0	0
U	1	337.006681440	97524712.1027	0.0000000000	3.6789835852	d7s2 *5L		6			6	13	13	MC	0	0
U	1	337.917413950	335560226.496	0.5521535804	4.2212215294	d7s2 *5I		4			3	9	7	MC	0	0
U	1	339.135024975	1078068201.04	0.0769102493	3.7328047533	d7s2 *5K		5			4	11	9	MC	1	0
U	1	339.193639952	434006386.577	0.4712427330	4.1265052896	d7s2 *5L		7			6	15	13	MC	0	0
U	1	339.648556207	355903237.846	0.0000000000	3.6503667926	d7s2 *5L		6			7	13	15	MC	0	0
U	1	339.815098774	306130166.689	0.5301201007	4.1786982972	d7s2 *5K		6	d27p  7L		6	13	13	MC	0	0
U	1	340.669517211	333215237.651	0.4712427330	4.1106697799	d7s2 *5L		7			6	15	13	MC	0	0
U	1	341.529437146	310838675.991	0.5521535804	4.1824170793	d7s2 *5I		4			4	9	9	MC	0	0
U	1	341.936141198	104352123.389	0.0769102493	3.7028559985	d7s2 *5K		5			6	11	13	MC	0	0
U	1	343.115743103	169632835.266	0.4796311318	4.0931115098	d7s2 *5H		3			3	7	7	MC	0	0
U	1	343.211667661	570515065.011	0.5301201007	4.1425903794	d7s2 *5K		6			6	13	13	MC	0	0
U	1	343.488638576	1467460530.62	0.9479391589	4.5574963049	d7s2 *5L		8			7	17	15	MC	0	0
U	1	343.558956582	135640264.149	0.0000000000	3.6088190681	d7s2 *5L		6			7	13	15	MC	0	0
U	1	343.617471566	494584722.211	0.4712427330	4.0794468395	d7s2 *5L		7			7	15	15	MC	0	0
U	1	343.647579276	653378127.902	0.0000000000	3.6078878228	d7s2 *5L		6			5	13	11	MC	1	0
U	1	344.393570338	299420163.589	0.0000000000	3.6000726029	d7s2 *5L		6			5	13	11	MC	0	0
U	1	344.977419920	164365145.588	0.0000000000	3.5939798955	d7s2 *5L		6			5	13	11	MC	0	0
U	1	345.916060484	754135776.981	0.4712427330	4.0554708994	d7s2 *5L		7			6	15	13	MC	0	0
U	1	346.091005331	385487552.544	0.0000000000	3.5824162613	d7s2 *5L		6			5	13	11	MC	1	0
U	1	346.321164339	341533179.245	0.0000000000	3.5800348969	d7s2 *5L		6			6	13	13	MC	1	0
U	1	346.453998398	582237000.669	0.0769102493	3.6555730130	d7s2 *5K		5			5	11	11	MC	1	0
U	1	346.729369009	665901016.137	0.0000000000	3.5758203020	d7s2 *5L		6			5	13	11	MC	1	0
U	1	347.048050738	460905290.715	0.4712427330	4.0437795615	d7s2 *5L		7			6	15	13	MC	0	0
U	1	347.078258486	126048038.199	0.0000000000	3.5722264961	d7s2 *5L		6			6	13	13	MC	0	0
U	1	348.136029847	1878853365.06	0.7144066161	4.2757792876	d7s2 *3I		5			5	11	11	MC	1	0
U	1	349.036560972	1613054063.34	0.0000000000	3.5521837067	d7s2 *5L		6	5K		5	13	11	MC	1	0
U	1	349.499579843	405039534.807	0.0769102493	3.6243875158	d7s2 *5K		5			5	11	11	MC	1	0
U	1	349.825963650	435197738.151	0.4712427330	4.0154108613	d7s2 *5L		7			6	15	13	MC	0	0
U	1	350.107736012	622282049.237	0.0000000000	3.5413152519	d7s2 *5L		6			5	13	11	MC	1	0
U	1	350.200859929	259272385.952	0.5521535804	4.0925279162	d7s2 *5I		4			4	9	9	MC	0	0
U	1	350.323791503	702184771.763	0.4796311318	4.0187630220	d7s2 *5H		3			3	7	7	MC	0	0
U	1	350.501137056	916245377.349	0.4712427330	4.0085832995	d7s2 *5L		7			8	15	17	MC	1	0
U	1	350.593360746	146481668.194	0.0000000000	3.5364103131	d7s2 *5L		6			7	13	15	MC	0	0
U	1	350.805615272	278136230.297	0.0769102493	3.6111813390	d7s2 *5K		5			6	11	13	MC	0	0
U	1	350.834722750	758901647.136	0.0000000000	3.5339771232	d7s2 *5L		6			5	13	11	MC	1	0
U	1	351.244728092	231297520.074	0.0000000000	3.5298521690	d7s2 *5L		6			6	13	13	MC	0	0
U	1	351.467885436	366116492.004	0.0769102493	3.6045211559	d7s2 *5K		5			4	11	9	MC	1	0
U	1	351.561609521	1532454873.42	0.0000000000	3.5266706105	d7s2 *5L		6			5	13	11	MC	1	0
U	1	351.784466795	426419688.664	0.4796311318	4.0040676711	d7s2 *5H		3			3	7	7	MC	0	0
U	1	352.367916767	413426021.067	0.4712427330	3.9898433361	d7s2 *5L		7			6	15	13	MC	0	0
U	1	352.665993400	225249241.151	0.0000000000	3.5156268421	d7s2 *5L		6			5	13	11	MC	0	0
U	1	353.265447543	264964773.121	0.0769102493	3.5865712198	d7s2 *5K		5			4	11	9	MC	0	0
U	1	353.534516744	294799538.648	0.0000000000	3.5069901029	d7s2 *5L		6			7	13	15	MC	1	0
U	1	353.684155233	82065236.2821	0.0769102493	3.5824162613	d7s2 *5K		5			5	11	11	MC	0	0
U	1	353.829892720	220191921.304	0.0000000000	3.5040620921	d7s2 *5L		6			5	13	11	MC	0	0
U	1	353.924617087	130788293.766	0.0769102493	3.5800348969	d7s2 *5K		5			6	11	13	MC	0	0
U	1	354.066253523	640060954.376	0.4712427330	3.9729657392	d7s2 *5L		7			6	15	13	MC	0	0
U	1	354.358228641	969405192.114	0.5301201007	4.0289574987	d7s2 *5K		6	d27p  7L		5	13	11	MC	1	0
U	1	354.473958418	857475474.975	0.9083228602	4.4060183638	d7s2 *5K		7			7	15	15	MC	0	0
U	1	354.644602326	722443115.997	0.5301201007	4.0261328907	d7s2 *5K		6			6	13	13	MC	0	0
U	1	354.667108117	759886163.299	0.5521535804	4.0479444387	d7s2 *5I		4			5	9	11	MC	0	0
U	1	354.715220498	257413140.27	0.0769102493	3.5722264961	d7s2 *5K		5			6	11	13	MC	0	0
U	1	354.962784206	448770911.828	0.5301201007	4.0229986942	d7s2 *5K		6			5	13	11	MC	0	0
U	1	355.118624314	680210659.871	0.7144066161	4.2057527650	d7s2 *3I		5			4	11	9	MC	0	0
U	1	355.396495834	26000000	0.5521535804	4.0407695972	d7s2 *5I		6			6	13	13	MC	1	1
U	1	355.444908295	29000000	0.4712427330	3.9593835184	d7s2 *5L		7			6	15	13	MC	1	1
U	1	355.633456830	40000000	0.0000000000	3.4862919330	d7s2 *5L		6			7	13	15	MC	1	1
U	1	355.885721773	38000000	0.0000000000	3.4838205560	d7s2 *5L		6			6	13	13	MC	1	1
U	1	356.132485306	45000000	0.7428281336	4.2242344694	d7s2 *3H		4			3	9	7	MC	1	1
U	1	356.242813714	72000000	0.4712427330	3.9515709021	d7s2 *5L		7			6	15	13	MC	1	1
U	1	356.282123836	63000000	0.0000000000	3.4799445620	d7s2 *5L		6			5	13	11	MC	1	1
U	1	356.467371537	38000000	0.0000000000	3.4781357566	d7s2 *5L		6			6	13	13	MC	1	1
U	1	356.519084854	124229480.942	0.0769102493	3.5545420101	d7s2 *5K		5			6	11	13	MC	0	0
U	1	356.606407342	32000000	0.5301201007	4.0068999661	d7s2 *5K		6			5	13	11	MC	1	1
U	1	356.760947141	260000000	0.0769102493	3.5521837067	d7s2 *5K		5	5K		5	11	11	MC	1	1
U	1	357.218364957	6900000	0.0769102493	3.5477342858	d7s2 *5K		5			5	11	11	MC	1	1
U	1	357.513040867	52000000	0.8685752623	4.3365386114	d7s2 *3K		6			7	13	15	MC	1	1
U	1	357.578057617	28000000	0.0000000000	3.4673325175	d7s2 *5L		6			7	13	15	MC	1	1
