element	ion_stage	wavelength_vacuum_nm	gA_s-1	Ei_eV	Ek_eV	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	kurucz_ref	nist_match	nist_gA
Th	2	458.951078932	29030373.2259	1.9878570590	4.6893257800	5f.6d.(3D*).7s	*	2.5	5f.7s.(3F*).7p		1.5	6	4	MC	1	0
Th	2	459.040801643	14212910.3186	1.5480274890	4.2489681900	5f.(2F*).6d2.(3F)	*	3.5	5f2.(3H).6d		4.5	8	10	MC	1	0
Th	2	459.095693149	10655629.5118	1.5483504220	4.2489681900	5f.6d.(3F*).7s	4F*	4.5	5f2.(3H).6d		4.5	10	10	MC	1	0
Th	2	460.417571520	3350285.24643	0.8680655920	3.5609297700	6d3		1.5	6d.7s.(3D).7p	*	1.5	4	4	MC	1	0
Th	2	460.779254124	9024012.62817	1.5463529100	4.2371033600	5f.6d.(3F*).7s	2F*	2.5	5f2.(1D).7s		2.5	6	6	MC	1	0
Th	2	461.066196976	17372362.8717	1.5480274890	4.2371033600	5f.(2F*).6d2.(3F)	*	3.5	5f2.(1D).7s		2.5	8	6	MC	1	0
Th	2	461.315154790	8920516.322	1.1409354570	3.8285601100	5f.6d.(1G*).7s	2G*	3.5	5f.7s.(3F*).7p		3.5	8	8	MC	1	0
Th	2	462.077326291	8932154.53492	1.1453685480	3.8285601100	5f.6d.(1G*).7s	*	4.5	5f.7s.(3F*).7p		3.5	10	8	MC	1	0
Th	2	462.085480446	24151316.5404	1.7958273400	4.4789715600	5f.6d.(3H*).7s	2H*	5.5	5f2.(3F).6d		4.5	12	10	MC	1	0
Th	2	462.518576958	92710099.4352	2.5154627100	5.1960944600	5f.(2F*).6d2.(1G)	*	5.5	5f.6d.(3F*).7p		4.5	12	10	MC	1	0
Th	2	462.543147454	6040610.55924	1.3782808200	4.0587701800	5f.6d.(3G*).7s	4G*	3.5	5f.6d.(3H*).7p		3.5	8	8	MC	1	0
Th	2	462.634920720	28048433.2447	2.0537523000	4.7337099300	5f.(2F*).6d2.(3F)	4I*	5.5	5f.6d.(3H*).7p		4.5	12	10	MC	1	0
Th	2	463.305875139	24811313.2453	1.2632832800	3.9393598200	5f.6d.(3H*).7s	4H*	5.5	5f.7s.(3F*).7p		4.5	12	10	MC	1	0
Th	2	464.100286227	21735101.5259	1.5463529100	4.2178487500	5f.6d.(3F*).7s	2F*	2.5	5f2.(1D).7s		1.5	6	4	MC	1	0
Th	2	464.134545287	12053069.2125	1.2868472560	3.9581459000	6d2.(1G).7s		4.5	5f.(2F*).6d2.(3F)	*	5.5	10	12	MC	1	0
Th	2	465.285762780	10837919.0195	0.9089883420	3.5736776200	5f.6d.(3F*).7s	4F*	2.5	5f.7s.(3F*).7p		2.5	6	6	MC	1	0
Th	2	465.329201270	450676.255761	0.1886910950	2.8531316300	6d2.(3F).7s	4F	2.5	5f.(2F*).6d2.(3P)	*	1.5	6	4	MC	1	0
Th	2	466.731126146	3566578.79225	0.7647786520	3.4212159800	5f.6d.(3H*).7s	4H*	3.5	5f2.(3F).7s		2.5	8	6	MC	1	0
Th	2	468.195607653	1623792.86831	0.7647786520	3.4129068300	5f.6d.(3H*).7s	4H*	3.5	5f2.(3H).7s		4.5	8	10	MC	1	0
Th	2	469.048201289	6207979.39595	0.8296262910	3.4729409500	5f.6d.(3F*).7s	4F*	1.5	6d3	2D1	1.5	4	4	MC	1	0
Th	2	469.199916443	21561029.7601	2.2116056600	4.8540656000	5f.6d.(3P*).7s	*	0.5	5f.6d.(3F*).7p		1.5	2	4	MC	1	0
Th	2	469.236435109	103181474.143	2.4688155600	5.1110698600	5f.(2F*).6d2.(3F)	4H*	6.5	5f.6d.(3H*).7p		5.5	14	12	MC	1	0
Th	2	469.540506589	1309299.57904	0.0000000000	2.6405431850	6d.7s2	2D	1.5	5f.(2F*).6d2.(3F)	*	2.5	4	6	MC	1	0
Th	2	469.623464547	1506210.40932	0.5141100360	3.1541867700	6d2.(3F).7s	4F	3.5	5f.(2F*).6d2.(3P)	*	2.5	8	6	MC	1	0
Th	2	470.145521733	26056773.2777	1.7699459200	4.4070910700	5f.(2F*).6d2.(3F)	4I*	4.5	5f2.(3H).6d	4I	4.5	10	10	MC	1	0
Th	2	470.362424149	2155360.37318	1.2041298140	3.8400588800	6d2.(1G).7s	2G	3.5	6d2.(3F).7p	*	2.5	8	6	MC	1	0
Th	2	470.707726557	18573018.4564	1.2041298140	3.8381252100	6d2.(1G).7s	2G	3.5	5f.(2F*).6d2.(3F)	2H*	4.5	8	10	MC	1	0
Th	2	470.756781543	2659451.35477	0.8680655920	3.5017865200	6d3		1.5	6d.7s.(3D).7p	*	2.5	4	6	MC	1	0
Th	2	470.941740508	3779643.73055	1.4537679150	4.0864544600	5f.6d.(3D*).7s	4D*	0.5	5f.6d.(1D*).7p		1.5	2	4	MC	1	0
Th	2	471.371155192	8084612.67391	1.1453685480	3.7756567400	5f.6d.(1G*).7s	*	4.5	5f.6d.(3H*).7p		4.5	10	10	MC	1	0
Th	2	471.675011640	4689207.31637	1.3107660780	3.9393598200	5f.6d.(3H*).7s	*	4.5	5f.7s.(3F*).7p		4.5	10	10	MC	1	0
Th	2	471.993648005	163122155.104	2.4688155600	5.0956347800	5f.(2F*).6d2.(3F)	4H*	6.5	5f2.(3H).6d	4I	7.5	14	16	MC	1	0
Th	2	472.129997107	20429696.0684	1.7699459200	4.3960065300	5f.(2F*).6d2.(3F)	4I*	4.5	5f.6d.(1G*).7p		4.5	10	10	MC	1	0
Th	2	472.510501859	1669406.7334	0.1886910950	2.8126369800	6d2.(3F).7s	4F	2.5	5f.(2F*).6d2.(3F)	4G*	3.5	6	8	MC	1	0
Th	2	472.609401047	7020701.53572	1.2051633260	3.8285601100	5f.6d.(3F*).7s	4F*	3.5	5f.7s.(3F*).7p		3.5	8	8	MC	1	0
Th	2	472.765848474	458240.042792	0.2306029750	2.8531316300	6d2.(3F).7s	4F	1.5	5f.(2F*).6d2.(3P)	*	1.5	4	4	MC	1	0
Th	2	472.778651865	9227191.07059	1.5480274890	4.1704851200	5f.(2F*).6d2.(3F)	*	3.5	5f2.(3F).6d		3.5	8	8	MC	1	0
Th	2	473.120254324	4309649.76376	1.0388461350	3.6594103000	5f.7s2	2F*	3.5	5f2.(3F).7s		4.5	8	10	MC	1	0
Th	2	473.399397247	70295864.5379	2.8126369800	5.4316559100	5f.(2F*).6d2.(3F)	4G*	3.5	5f2.6d+5f.6d.7p		4.5	8	10	MC	1	0
Th	2	474.185514443	9649139.98772	0.7647786520	3.3794557060	5f.6d.(3H*).7s	4H*	3.5	5f.7s.(3F*).7p		3.5	8	8	MC	1	0
Th	2	474.359188441	4700787.12586	1.3233004990	3.9370202600	5f.6d.(3F*).7s	*	2.5	5f.7s.(1F*).7p		2.5	6	6	MC	1	0
Th	2	474.501212058	1273240.23657	0.5099915580	3.1229290000	6d.(2D).7s2		2.5	5f.(2F*).6d2.(3P)	*	1.5	6	4	MC	1	0
Th	2	475.374307326	7100904.78552	0.7703746220	3.3785130200	6d2.(3F).7s	4F	4.5	5f.(2F*).6d2.(3P)	4D*	3.5	10	8	MC	1	0
Th	2	476.244150759	60635336.4311	2.0537523000	4.6571270200	5f.(2F*).6d2.(3F)	4I*	5.5	5f2.(3H).6d	4I	5.5	12	12	MC	1	0
Th	2	477.558620031	3692593.87602	0.8296262910	3.4258352800	5f.6d.(3F*).7s	4F*	1.5	5f.7s.(3F*).7p		1.5	4	4	MC	1	0
Th	2	478.409830595	1293554.89594	0.8296262910	3.4212159800	5f.6d.(3F*).7s	4F*	1.5	5f2.(3F).7s		2.5	4	6	MC	1	0
Th	2	480.151411178	720491.105625	0.8307172240	3.4129068300	5f.6d.(3H*).7s	*	4.5	5f2.(3H).7s		4.5	10	10	MC	1	0
Th	2	480.482965064	48197996.2041	2.4688155600	5.0492233500	5f.(2F*).6d2.(3F)	4H*	6.5	5f2.(3H).6d		6.5	14	14	MC	1	0
Th	2	480.529879500	4476557.63677	1.6699392420	4.2500951000	5f.6d.(3G*).7s	4G*	4.5	5f2.(1G).7s		3.5	10	8	MC	1	0
Th	2	481.999454094	55627791.4243	2.2033312100	4.7756204000	5f.(2F*).6d2.(3F)	4H*	5.5	5f2.(3H).6d	4I	6.5	12	14	MC	1	0
Th	2	482.262012708	4850860.38451	1.7132555730	4.2841443300	5f.6d.(3F*).7s	*	3.5	5f.7s.(3F*).7p		4.5	8	10	MC	1	0
Th	2	482.453020352	606003.206795	0.5141100360	3.0839809510	6d2.(3F).7s	4F	3.5	6d.7s.(3D).7p	*	2.5	8	6	MC	1	0
Th	2	483.415302515	526919.217101	0.0000000000	2.5647553530	6d.7s2	2D	1.5	5f.(2F*).6d2.(3F)	*	2.5	4	6	MC	1	0
Th	2	484.551870933	8292860.64617	1.3782808200	3.9370202600	5f.6d.(3G*).7s	4G*	3.5	5f.7s.(1F*).7p		2.5	8	6	MC	1	0
Th	2	485.039580286	159525645.302	2.7311253400	5.2872919600	5f.(2F*).6d2.(3F)	4I*	7.5	5f.6d.(3H*).7p		6.5	16	14	MC	1	0
Th	2	485.179461388	1925661.50649	0.5141100360	3.0695396900	6d2.(3F).7s	4F	3.5	5f.(2F*).6d2.(3F)	*	4.5	8	10	MC	1	0
Th	2	485.945158492	20008309.4194	2.3524486200	4.9038517200	5f.6d.(1F*).7s	*	3.5	5f.6d.(3F*).7p		4.5	8	10	MC	1	0
Th	2	485.968995815	5904289.78475	1.2868472560	3.8381252100	6d2.(1G).7s		4.5	5f.(2F*).6d2.(3F)	2H*	4.5	10	10	MC	1	0
Th	2	486.453197261	14564741.6025	0.8307172240	3.3794557060	5f.6d.(3H*).7s	*	4.5	5f.7s.(3F*).7p		3.5	10	8	MC	1	0
Th	2	486.963402615	18984195.4035	2.3329941000	4.8790621900	5f.(2F*).6d2.(3F)	4I*	6.5	5f.6d.(1G*).7p		5.5	14	12	MC	1	0
Th	2	487.836359223	41479771.4808	2.0537523000	4.5952643500	5f.(2F*).6d2.(3F)	4I*	5.5	5f.6d.(3H*).7p		4.5	12	10	MC	1	0
Th	2	489.982775805	34278601.1218	2.2033312100	4.7337099300	5f.(2F*).6d2.(3F)	4H*	5.5	5f.6d.(3H*).7p		4.5	12	10	MC	1	0
Th	2	490.017241952	12911065.8138	2.1414862600	4.6716869900	5f.6d.(3G*).7s	2G*	4.5	5f.7s.(3F*).7p		5.5	10	12	MC	1	0
Th	2	491.390081335	956162.685845	0.5099915580	3.0331234500	6d.(2D).7s2		2.5	5f.(2F*).6d2.(3F)	4P*	2.5	6	6	MC	1	0
Th	2	491.549296598	14068588.6249	2.1228103800	4.6451250100	5f.(2F*).6d2.(1D)	*	1.5	5f.6d.(3F*).7p		2.5	4	6	MC	1	0
Th	2	492.118931813	10168209.8698	0.7647786520	3.2841736710	5f.6d.(3H*).7s	4H*	3.5	5f.7s.(3F*).7p		2.5	8	6	MC	1	0
Th	2	492.189874646	2193407.56555	1.0669884350	3.5860203100	6d2.(3F).7s	2F	2.5	5f.(2F*).6d2.(3F)	*	2.5	6	6	MC	1	0
Th	2	492.298737546	6470340.32477	1.1409354570	3.6594103000	5f.6d.(1G*).7s	2G*	3.5	5f2.(3F).7s		4.5	8	10	MC	1	0
Th	2	492.431853886	2634464.98913	1.3107660780	3.8285601100	5f.6d.(3H*).7s	*	4.5	5f.7s.(3F*).7p		3.5	10	8	MC	1	0
Th	2	492.579697135	614372.149783	0.5099915580	3.0270299000	6d.(2D).7s2		2.5	5f.(2F*).6d2.(3F)	*	1.5	6	4	MC	1	0
Th	2	493.136095855	7437911.84453	1.7699459200	4.2841443300	5f.(2F*).6d2.(3F)	4I*	4.5	5f.7s.(3F*).7p		4.5	10	10	MC	1	0
Th	2	493.522946566	1046574.1093	0.9089883420	3.4212159800	5f.6d.(3F*).7s	4F*	2.5	5f2.(3F).7s		2.5	6	6	MC	1	0
Th	2	494.804060745	28152573.4786	2.3864813072	4.8922045401	fd7s *		2.5	f26d		3.5	6	8	MC	0	0
Th	2	494.895610056	8838070.26011	1.3233004990	3.8285601100	5f.6d.(3F*).7s	*	2.5	5f.7s.(3F*).7p		3.5	6	8	MC	1	0
Th	2	495.200799103	4895781.03656	1.1453685480	3.6490841900	5f.6d.(1G*).7s	*	4.5	5f2.(3F).7s	4F	3.5	10	8	MC	1	0
Th	2	495.593958515	17911525.0269	1.4352908430	3.9370202600	5f.6d.(1D*).7s	2D*	1.5	5f.7s.(1F*).7p		2.5	4	6	MC	1	0
Th	2	495.604339272	41125797.4331	1.7958273400	4.2975043600	5f.6d.(3H*).7s	2H*	5.5	5f.6d.(3H*).7p	4I	5.5	12	12	MC	1	0
Th	2	496.187911262	2104225.06774	1.2051633260	3.7038980900	5f.6d.(3F*).7s	4F*	3.5	5f2.(3F).7s		3.5	8	8	MC	1	0
Th	2	496.457473858	3941126.91265	1.3782808200	3.8756588400	5f.6d.(3G*).7s	4G*	3.5	5f.6d.(3F*).7p		2.5	8	6	MC	1	0
Th	2	496.550384536	7628828.55127	1.3458886030	3.8427993400	6d3		3.5	6d.7s.(3D).7p	4F*	3.5	8	8	MC	1	0
Th	2	497.141600573	3216802.346	1.0669884350	3.5609297700	6d2.(3F).7s	2F	2.5	6d.7s.(3D).7p	*	1.5	6	4	MC	1	0
Th	2	497.356456645	18838618.9586	1.9031425700	4.3960065300	5f.6d.(3G*).7s	4G*	5.5	5f.6d.(1G*).7p		4.5	12	10	MC	1	0
Th	2	497.478089956	18656778.9093	1.8999636900	4.3922181400	5f.6d.(3P*).7s	4P*	0.5	5f.7s.(3F*).7p	4D	0.5	2	2	MC	1	0
Th	2	497.733694855	8363544.68329	1.5480274890	4.0390020800	5f.(2F*).6d2.(3F)	*	3.5	5f.7s.(1F*).7p		3.5	8	8	MC	1	0
Th	2	497.798229998	4542320.76216	1.5483504220	4.0390020800	5f.6d.(3F*).7s	4F*	4.5	5f.7s.(1F*).7p		3.5	10	8	MC	1	0
Th	2	498.234105790	880070.945925	0.8296262910	3.3180990200	5f.6d.(3F*).7s	4F*	1.5	5f2.(3F).7s		1.5	4	4	MC	1	0
Th	2	498.853863441	155037902.2	2.3329941000	4.8183752400	5f.(2F*).6d2.(3F)	4I*	6.5	5f2.(1I).7s		5.5	14	12	MC	1	0
Th	2	499.921317059	12989163.2462	1.9159322770	4.3960065300	5f.6d.(3D*).7s	4D*	3.5	5f.6d.(1G*).7p		4.5	8	10	MC	1	0
Th	2	500.133461429	7348735.84994	1.7699459200	4.2489681900	5f.(2F*).6d2.(3F)	4I*	4.5	5f2.(3H).6d		4.5	10	10	MC	1	0
Th	2	500.958691719	20786464.5548	2.2296554700	4.7045940400	5f.(2F*).6d2.(3F)	*	2.5	5f.7s.(3F*).7p		2.5	6	6	MC	1	0
Th	2	501.865356671	13970438.7869	0.9089883420	3.3794557060	5f.6d.(3F*).7s	4F*	2.5	5f.7s.(3F*).7p		3.5	6	8	MC	1	0
Th	2	502.072409701	14482774.2593	1.7484002000	4.2178487500	5f.6d.(3D*).7s	*	0.5	5f2.(1D).7s		1.5	2	4	MC	1	0
Th	2	502.194666194	5670747.64795	1.7132555730	4.1821029500	5f.6d.(3F*).7s	*	3.5	5f2.(1D).7s		2.5	8	6	MC	1	0
Th	2	503.000804459	17228481.6255	1.3107660780	3.7756567400	5f.6d.(3H*).7s	*	4.5	5f.6d.(3H*).7p		4.5	10	10	MC	1	0
Th	2	503.103230685	8185969.96726	1.8777081600	4.3420970000	5f.6d.(3P*).7s	*	1.5	5f.7s.(3F*).7p	4D	1.5	4	4	MC	1	0
Th	2	504.883605969	13614502.7895	1.9573367920	4.4130354400	6d3	4P	2.5	6d.7s.(3D).7p	*	3.5	6	8	MC	1	0
Th	2	505.120412928	10437453.5207	0.8296262910	3.2841736710	5f.6d.(3F*).7s	4F*	1.5	5f.7s.(3F*).7p		2.5	4	6	MC	1	0
Th	2	505.675684561	856327.928944	0.1886910950	2.6405431850	6d2.(3F).7s	4F	2.5	5f.(2F*).6d2.(3F)	*	2.5	6	6	MC	1	0
Th	2	505.997042006	29722710.4938	1.8338494000	4.2841443300	5f.6d.(3G*).7s	*	3.5	5f.7s.(3F*).7p		4.5	8	10	MC	1	0
Th	2	506.263376824	16928998.8926	1.8338494000	4.2828552800	5f.6d.(3G*).7s	*	3.5	5f.7s.(3F*).7p		2.5	8	6	MC	1	0
Th	2	507.688085684	11646364.4626	1.8999636900	4.3420970000	5f.6d.(3P*).7s	4P*	0.5	5f.7s.(3F*).7p	4D	1.5	2	4	MC	1	0
Th	2	509.946422344	484546.246841	0.1886910950	2.6200092300	6d2.(3F).7s	4F	2.5	5f.6d.(1P*).7s	*	1.5	6	4	MC	1	0
Th	2	511.228821494	33354433.8483	2.0537523000	4.4789715600	5f.(2F*).6d2.(3F)	4I*	5.5	5f2.(3F).6d		4.5	12	10	MC	1	0
Th	2	513.250147310	18060343.4492	1.8898786000	4.3055466500	5f.(2F*).6d2.(3F)	4H*	4.5	5f.6d.(3F*).7p		3.5	10	8	MC	1	0
Th	2	514.470018938	974235.794614	0.2306029750	2.6405431850	6d2.(3F).7s	4F	1.5	5f.(2F*).6d2.(3F)	*	2.5	4	6	MC	1	0
Th	2	514.647167083	1149119.11532	0.9089883420	3.3180990200	5f.6d.(3F*).7s	4F*	2.5	5f2.(3F).7s		1.5	6	4	MC	1	0
Th	2	514.964579560	53435438.4683	1.8898786000	4.2975043600	5f.(2F*).6d2.(3F)	4H*	4.5	5f.6d.(3H*).7p	4I	5.5	10	12	MC	1	0
Th	2	515.329433666	460483.725275	0.5099915580	2.9159127100	6d.(2D).7s2		2.5	5f.(2F*).6d2.(3F)	*	3.5	6	8	MC	1	0
Th	2	517.166279601	3274339.23329	1.3782808200	3.7756567400	5f.6d.(3G*).7s	4G*	3.5	5f.6d.(3H*).7p		4.5	8	10	MC	1	0
Th	2	518.397029256	41405599.378	2.3329941000	4.7246783000	5f.(2F*).6d2.(3F)	4I*	6.5	5f2.(3H).6d	4K	7.5	14	16	MC	1	0
Th	2	518.543334208	6947265.75437	1.5483504220	3.9393598200	5f.6d.(3F*).7s	4F*	4.5	5f.7s.(3F*).7p		4.5	10	10	MC	1	0
Th	2	519.112246682	37399135.6551	2.5154627100	4.9038517200	5f.(2F*).6d2.(1G)	*	5.5	5f.6d.(3F*).7p		4.5	12	10	MC	1	0
Th	2	519.231763504	928242.786026	0.5099915580	2.8978308110	6d.(2D).7s2		2.5	6d.7s.(3D).7p	*	1.5	6	4	MC	1	0
Th	2	519.527203170	232363.243632	0.0000000000	2.3864813590	6d.7s2	2D	1.5	5f.6d.(3D*).7s	*	2.5	4	6	MC	1	0
Th	2	520.722835550	10475403.6872	1.9031425700	4.2841443300	5f.6d.(3G*).7s	4G*	5.5	5f.7s.(3F*).7p		4.5	12	10	MC	1	0
Th	2	520.794524641	1986328.82209	0.7703746220	3.1510486200	6d2.(3F).7s	4F	4.5	5f.(2F*).6d2.(3F)	*	5.5	10	12	MC	1	0
Th	2	520.811240092	6934629.84786	1.3233004990	3.7038980900	5f.6d.(3F*).7s	*	2.5	5f2.(3F).7s		3.5	6	8	MC	1	0
Th	2	521.804905723	830553.567368	0.1886910950	2.5647553530	6d2.(3F).7s	4F	2.5	5f.(2F*).6d2.(3F)	*	2.5	6	6	MC	1	0
Th	2	521.997997149	2249294.66368	0.9089883420	3.2841736710	5f.6d.(3F*).7s	4F*	2.5	5f.7s.(3F*).7p		2.5	6	6	MC	1	0
Th	2	523.468229752	7406335.94962	1.2051633260	3.5736776200	5f.6d.(3F*).7s	4F*	3.5	5f.7s.(3F*).7p		2.5	8	6	MC	1	0
Th	2	523.936135393	33176251.8681	2.1973701400	4.5637692100	5f.(2F*).6d2.(3F)	*	4.5	5f.6d.(1G*).7p		3.5	10	8	MC	1	0
Th	2	524.165552507	1271882.50683	0.7647786520	3.1301420000	5f.6d.(3H*).7s	4H*	3.5	5f2.(3H).7s		4.5	8	10	MC	1	0
Th	2	524.911532237	527486.89221	0.0000000000	2.3620018030	6d.7s2	2D	1.5	5f.(2F*).6d2.(3F)	*	1.5	4	4	MC	1	0
Th	2	527.896891684	7469400.36494	1.3107660780	3.6594103000	5f.6d.(3H*).7s	*	4.5	5f2.(3F).7s		4.5	10	10	MC	1	0
Th	2	528.155430582	3637980.73217	1.7699459200	4.1174404600	5f.(2F*).6d2.(3F)	4I*	4.5	5f.7s.(3F*).7p		3.5	10	8	MC	1	0
Th	2	530.287942940	9916542.00431	1.7484002000	4.0864544600	5f.6d.(3D*).7s	*	0.5	5f.6d.(1D*).7p		1.5	2	4	MC	1	0
Th	2	530.452415780	2421536.07016	1.5996909410	3.9370202600	5f.6d.(3D*).7s	*	1.5	5f.7s.(1F*).7p		2.5	4	6	MC	1	0
Th	2	530.609873751	4119392.50537	1.8338494000	4.1704851200	5f.6d.(3G*).7s	*	3.5	5f2.(3F).6d		3.5	8	8	MC	1	0
Th	2	530.705335197	1275489.76732	1.1655711010	3.5017865200	6d3	4F	2.5	6d.7s.(3D).7p	*	2.5	6	6	MC	1	0
Th	2	530.894213544	16957732.5333	2.0537523000	4.3891365500	5f.(2F*).6d2.(3F)	4I*	5.5	5f2.(3H).6d	4K	6.5	12	14	MC	1	0
Th	2	531.174398231	356376.867905	0.2306029750	2.5647553530	6d2.(3F).7s	4F	1.5	5f.(2F*).6d2.(3F)	*	2.5	4	6	MC	1	0
Th	2	532.662520946	10579849.9911	1.5480274890	3.8756588400	5f.(2F*).6d2.(3F)	*	3.5	5f.6d.(3F*).7p		2.5	8	6	MC	1	0
Th	2	533.085682765	2528074.24839	1.3233004990	3.6490841900	5f.6d.(3F*).7s	*	2.5	5f2.(3F).7s	4F	3.5	6	8	MC	1	0
Th	2	533.095431365	25163672.0062	2.3329941000	4.6587352600	5f.(2F*).6d2.(3F)	4I*	6.5	5f2.(1I).7s	2I	6.5	14	14	MC	1	0
Th	2	534.853133034	35802611.5701	2.7311253400	5.0492233500	5f.(2F*).6d2.(3F)	4I*	7.5	5f2.(3H).6d		6.5	16	14	MC	1	0
Th	2	537.684723198	307134.245572	0.1886910950	2.4945813900	6d2.(3F).7s	4F	2.5	5f.(2F*).6d2.(3P)	*	2.5	6	6	MC	1	0
Th	2	537.726367306	9000383.71923	1.8976109310	4.2033226500	6d3	2H	4.5	6d2.(1G).7p	*	3.5	10	8	MC	1	0
Th	2	538.442426304	554759.924919	0.5099915580	2.8126369800	6d.(2D).7s2		2.5	5f.(2F*).6d2.(3F)	4G*	3.5	6	8	MC	1	0
Th	2	539.196584479	2290284.52769	0.8307172240	3.1301420000	5f.6d.(3H*).7s	*	4.5	5f2.(3H).7s		4.5	10	10	MC	1	0
Th	2	539.407201664	795335.113473	0.5141100360	2.8126369800	6d2.(3F).7s	4F	3.5	5f.(2F*).6d2.(3F)	4G*	3.5	8	8	MC	1	0
Th	2	541.693833723	19049160.8212	1.7699459200	4.0587701800	5f.(2F*).6d2.(3F)	4I*	4.5	5f.6d.(3H*).7p		3.5	10	8	MC	1	0
Th	2	542.334324624	660464.484056	0.8680655920	3.1541867700	6d3		1.5	5f.(2F*).6d2.(3P)	*	2.5	4	6	MC	1	0
Th	2	542.718647176	4307588.31933	1.1884386710	3.4729409500	5f.6d.(3G*).7s	4G*	2.5	6d3	2D1	1.5	6	4	MC	1	0
Th	2	543.521091311	1098881.21372	1.3782808200	3.6594103000	5f.6d.(3G*).7s	4G*	3.5	5f2.(3F).7s		4.5	8	10	MC	1	0
Th	2	543.663340272	1939650.43767	1.5480274890	3.8285601100	5f.(2F*).6d2.(3F)	*	3.5	5f.7s.(3F*).7p		3.5	8	8	MC	1	0
Th	2	543.740336820	8083521.23061	1.5483504220	3.8285601100	5f.6d.(3F*).7s	4F*	4.5	5f.7s.(3F*).7p		3.5	10	8	MC	1	0
Th	2	543.889918739	3966080.94576	1.5585426260	3.8381252100	6d3		3.5	5f.(2F*).6d2.(3F)	2H*	4.5	8	10	MC	1	0
Th	2	544.463158724	535114.308957	0.5141100360	2.7912925500	6d2.(3F).7s	4F	3.5	5f.(2F*).6d2.(3P)	*	2.5	8	6	MC	1	0
Th	2	545.099333513	10603085.3144	1.7699459200	4.0444707800	5f.(2F*).6d2.(3F)	4I*	4.5	5f2.(3H).6d	4K	5.5	10	12	MC	1	0
Th	2	546.325346751	5017424.13149	1.6699392420	3.9393598200	5f.6d.(3G*).7s	4G*	4.5	5f.7s.(3F*).7p		4.5	10	10	MC	1	0
Th	2	546.413091172	7876646.49421	1.7699459200	4.0390020800	5f.(2F*).6d2.(3F)	4I*	4.5	5f.7s.(1F*).7p		3.5	10	8	MC	1	0
Th	2	547.638606313	148728.90928	0.2306029750	2.4945813900	6d2.(3F).7s	4F	1.5	5f.(2F*).6d2.(3P)	*	2.5	4	6	MC	1	0
Th	2	548.567051176	2540528.36302	1.3782808200	3.6384274800	5f.6d.(3G*).7s	4G*	3.5	5f2.(3F).7s		2.5	8	6	MC	1	0
Th	2	549.015369869	109954.870303	0.0000000000	2.2583010500	6d.7s2	2D	1.5	5f.(2F*).6d2.(3F)	*	1.5	4	4	MC	1	0
Th	2	549.733512608	1932320.31008	1.8034192550	4.0587701800	5f.6d.(3D*).7s	4D*	2.5	5f.6d.(3H*).7p		3.5	6	8	MC	1	0
Th	2	550.347199468	317036.957117	0.7741939000	3.0270299000	6d2.(3P).7s	4P	0.5	5f.(2F*).6d2.(3F)	*	1.5	2	4	MC	1	0
Th	2	551.221414905	3987781.59187	1.8898786000	4.1391416900	5f.(2F*).6d2.(3F)	4H*	4.5	5f2.(3F).7s		4.5	10	10	MC	1	0
Th	2	552.575308461	11470978.0307	2.0537523000	4.2975043600	5f.(2F*).6d2.(3F)	4I*	5.5	5f.6d.(3H*).7p	4I	5.5	12	12	MC	1	0
Th	2	553.866772382	710514.233814	1.1409354570	3.3794557060	5f.6d.(1G*).7s	2G*	3.5	5f.7s.(3F*).7p		3.5	8	8	MC	1	0
Th	2	554.144928676	4614627.47004	1.1884386710	3.4258352800	5f.6d.(3G*).7s	4G*	2.5	5f.7s.(3F*).7p		1.5	6	4	MC	1	0
Th	2	555.291376904	1567983.76385	1.1884386710	3.4212159800	5f.6d.(3G*).7s	4G*	2.5	5f2.(3F).7s		2.5	6	6	MC	1	0
Th	2	555.885230539	5590017.04217	2.0537523000	4.2841443300	5f.(2F*).6d2.(3F)	4I*	5.5	5f.7s.(3F*).7p		4.5	12	10	MC	1	0
Th	2	556.574656713	8797040.72656	1.5480274890	3.7756567400	5f.(2F*).6d2.(3F)	*	3.5	5f.6d.(3H*).7p		4.5	8	10	MC	1	0
Th	2	558.531272462	1156880.2977	1.1234336590	3.3432592000	6d2.(3P).7s	4P	2.5	5f.(2F*).6d2.(3F)	*	1.5	6	4	MC	1	0
Th	2	558.928678647	31309102.5958	2.5154627100	4.7337099300	5f.(2F*).6d2.(1G)	*	5.5	5f.6d.(3H*).7p		4.5	12	10	MC	1	0
Th	2	559.042086949	594969.033215	0.7741939000	2.9919911200	6d2.(3P).7s	4P	0.5	5f.(2F*).6d2.(3F)	4P*	1.5	2	4	MC	1	0
Th	2	560.607168166	210409.815629	0.0000000000	2.2116056600	6d.7s2	2D	1.5	5f.6d.(3P*).7s	*	0.5	4	2	MC	1	0
Th	2	561.728796915	14870649.5533	2.1973701400	4.4045597900	5f.(2F*).6d2.(3F)	*	4.5	5f2.(3H).6d		5.5	10	12	MC	1	0
Th	2	562.829936214	7973132.65923	2.4688155600	4.6716869900	5f.(2F*).6d2.(3F)	4H*	6.5	5f.7s.(3F*).7p		5.5	14	12	MC	1	0
Th	2	564.131167023	441187.432425	0.1886910950	2.3864813590	6d2.(3F).7s	4F	2.5	5f.6d.(3D*).7s	*	2.5	6	6	MC	1	0
